timestamp_ms,voc,nox,mq135_voltage,mq3_voltage,sht40_temperature,sht40_humidity,bme688_temperature,bme688_humidity,bme688_pressure,bme688_gas_resistance,bme688_iaq,bme688_co2_equivalent,bme688_breath_voc_equivalent,scd40_co2,scd40_temperature,scd40_humidity,label,trial,session_id,elapsed_s
83000,443.917,2.486,1.108,1.274,22.972,54.759,23.504,49.527,994.753,6586.457,152.219,515.817,2.755,636.314,23.061,52.207,perfume,10,perfume_010,83.0
84000,459.548,2.985,1.087,1.281,23.068,55.572,23.349,49.877,993.771,6730.25,146.85,524.593,2.876,631.588,23.023,51.811,perfume,10,perfume_010,84.0
85000,461.732,3.361,1.061,1.27,23.004,56.13,23.286,50.033,994.417,7374.181,148.939,483.982,2.854,640.436,23.027,51.719,perfume,10,perfume_010,85.0
86000,451.986,2.479,1.089,1.299,22.98,54.799,23.445,49.692,993.315,6840.278,149.992,510.62,2.866,646.981,22.92,51.423,perfume,10,perfume_010,86.0
87000,464.718,2.615,1.092,1.319,23.001,54.744,23.38,49.487,993.905,7087.554,149.98,508.477,2.851,636.12,22.959,51.911,perfume,10,perfume_010,87.0
88000,430.705,2.595,1.081,1.274,22.88,55.11,23.334,50.561,993.836,6887.408,146.517,487.601,2.736,668.605,22.924,52.022,perfume,10,perfume_010,88.0
89000,455.267,2.395,1.124,1.293,22.916,53.926,23.34,48.988,993.859,6896.522,148.547,507.577,2.77,646.462,22.935,52.159,perfume,10,perfume_010,89.0
90000,453.255,2.564,1.107,1.294,22.991,55.018,23.386,49.894,994.756,6763.35,145.751,500.98,2.784,650.673,23.033,52.652,perfume,10,perfume_010,90.0
91000,443.317,3.222,1.083,1.302,23.01,54.708,23.442,50.799,994.059,6639.068,149.824,507.132,2.691,642.845,22.857,51.865,perfume,10,perfume_010,91.0
92000,436.023,2.174,1.09,1.248,23.043,55.441,23.312,49.469,994.37,6859.429,145.143,520.181,2.653,642.792,22.935,51.642,perfume,10,perfume_010,92.0
93000,436.175,2.08,1.096,1.217,22.905,55.103,23.364,49.599,993.749,6742.211,139.934,507.229,2.658,651.905,23.069,53.073,perfume,10,perfume_010,93.0
94000,426.441,2.424,1.046,1.199,23.019,54.961,23.376,50.791,994.234,7432.259,142.604,500.413,2.704,659.169,23.023,51.986,perfume,10,perfume_010,94.0
95000,411.372,2.019,1.043,1.229,22.971,54.817,23.476,49.98,993.241,7198.887,139.622,500.518,2.641,640.405,23.112,51.788,perfume,10,perfume_010,95.0
96000,406.832,1.979,1.056,1.188,22.945,55.186,23.235,50.238,995.167,7831.236,141.825,517.454,2.53,660.173,22.981,51.743,perfume,10,perfume_010,96.0
97000,412.897,2.001,1.03,1.166,22.971,55.249,23.458,49.706,994.691,7574.615,133.787,486.929,2.532,648.237,22.926,51.463,perfume,10,perfume_010,97.0
98000,397.529,2.326,1.053,1.143,22.913,54.985,23.482,50.481,994.894,7775.785,136.88,502.432,2.451,630.369,22.771,51.76,perfume,10,perfume_010,98.0
99000,385.175,2.568,1.015,1.161,23.142,55.266,23.332,49.452,994.276,7856.494,132.832,504.636,2.382,636.584,22.958,50.898,perfume,10,perfume_010,99.0
100000,386.235,2.188,1.005,1.138,22.79,55.136,23.465,49.946,994.119,8366.094,129.101,496.547,2.391,644.014,22.991,51.877,perfume,10,perfume_010,100.0
101000,389.972,2.29,1.015,1.138,23.058,55.119,23.291,49.867,993.318,8135.376,129.353,493.122,2.399,645.289,23.06,51.584,perfume,10,perfume_010,101.0
102000,384.265,2.838,1.006,1.113,22.93,55.825,23.557,50.366,993.973,8547.137,137.67,498.879,2.313,644.816,23.002,51.46,perfume,10,perfume_010,102.0
103000,374.18,2.445,1.004,1.12,22.971,55.399,23.261,49.769,993.888,8478.44,126.605,497.423,2.234,653.644,22.995,51.392,perfume,10,perfume_010,103.0
104000,384.797,1.852,0.989,1.086,22.899,54.692,23.389,50.425,994.086,8977.351,130.441,507.102,2.304,645.678,22.983,52.002,perfume,10,perfume_010,104.0
105000,366.407,2.192,0.976,1.074,22.833,56.279,23.321,49.478,993.615,8884.587,125.305,497.762,2.267,621.095,22.972,51.76,perfume,10,perfume_010,105.0
106000,375.495,2.474,0.956,1.036,22.942,54.654,23.242,49.012,994.918,8428.757,126.67,496.428,2.28,640.665,22.857,52.726,perfume,10,perfume_010,106.0
107000,354.558,2.375,0.983,1.069,22.947,55.686,23.471,50.262,993.921,8775.408,125.527,506.997,2.224,659.798,23.007,51.656,perfume,10,perfume_010,107.0
108000,345.007,1.894,0.965,1.039,22.935,54.608,23.357,50.371,994.066,9154.769,121.979,491.562,2.081,645.461,23.194,52.201,perfume,10,perfume_010,108.0
109000,356.003,1.917,0.952,1.023,23.012,55.31,23.468,50.199,994.437,9437.747,123.979,490.769,2.158,660.49,22.942,51.797,perfume,10,perfume_010,109.0
110000,340.805,1.977,0.965,1.013,23.02,54.679,23.366,49.835,994.44,9179.144,123.138,504.569,2.046,646.957,23.075,51.492,perfume,10,perfume_010,110.0
111000,337.571,2.326,0.912,0.987,22.883,55.337,23.373,49.941,994.722,9737.977,116.759,512.673,1.936,653.244,22.959,51.817,perfume,10,perfume_010,111.0
112000,344.439,2.037,0.947,0.98,23.033,54.566,23.458,50.266,993.63,10016.373,109.503,508.184,2.023,627.307,23.089,52.971,perfume,10,perfume_010,112.0
113000,331.598,1.842,0.922,0.988,23.139,54.475,23.491,49.481,993.25,9932.018,118.601,508.159,2.058,649.277,22.979,51.865,perfume,10,perfume_010,113.0
114000,316.049,1.86,0.905,1.006,22.932,54.215,23.457,50.342,994.831,10126.187,113.8,512.24,1.908,664.26,22.962,51.543,perfume,10,perfume_010,114.0
115000,319.288,1.837,0.888,0.96,23.038,54.951,23.288,50.21,993.079,9736.178,117.396,502.376,1.882,641.281,22.96,51.652,perfume,10,perfume_010,115.0
116000,306.899,2.239,0.895,0.925,22.924,55.478,23.465,51.268,993.3,10038.422,110.029,501.969,1.937,672.397,23.024,52.45,perfume,10,perfume_010,116.0
117000,333.929,1.914,0.903,0.946,23.141,55.331,23.398,49.793,994.109,11070.082,112.574,510.67,1.837,646.345,23.033,51.842,perfume,10,perfume_010,117.0
118000,319.69,2.505,0.893,0.962,23.079,54.708,23.37,49.312,993.834,10283.822,112.852,500.795,1.895,657.647,23.03,53.1,perfume,10,perfume_010,118.0
119000,310.555,1.423,0.878,0.893,23.082,55.879,23.353,49.461,994.07,10368.647,108.325,509.094,1.941,669.662,22.995,52.265,perfume,10,perfume_010,119.0
120000,297.991,2.111,0.863,0.898,22.963,55.228,23.387,49.721,994.355,10765.67,104.153,492.756,1.83,634.102,23.16,53.091,perfume,10,perfume_010,120.0
121000,307.817,1.31,0.892,0.896,22.996,54.935,23.475,50.173,993.618,10505.459,110.363,502.464,1.709,664.076,22.984,51.639,perfume,10,perfume_010,121.0
122000,296.221,1.524,0.884,0.87,23.05,55.75,23.478,49.97,993.834,10698.38,103.458,513.045,1.827,654.938,23.071,51.614,perfume,10,perfume_010,122.0
123000,292.116,1.92,0.868,0.882,22.989,55.004,23.369,49.434,994.79,10752.095,104.533,497.775,1.803,655.41,23.217,51.128,perfume,10,perfume_010,123.0
124000,289.128,1.551,0.863,0.845,23.022,54.761,23.319,50.431,994.2,10688.879,109.382,509.048,1.714,667.813,23.03,52.394,perfume,10,perfume_010,124.0
125000,287.605,1.756,0.849,0.847,22.902,55.138,23.382,50.056,994.264,11219.535,107.034,480.932,1.738,629.095,22.803,52.034,perfume,10,perfume_010,125.0
126000,275.892,0.883,0.833,0.86,23.032,55.41,23.556,49.734,994.2,11120.494,102.932,492.824,1.679,646.539,23.029,52.533,perfume,10,perfume_010,126.0
127000,262.934,1.909,0.85,0.836,22.99,54.566,23.382,50.428,993.79,10943.678,99.793,499.667,1.705,635.011,22.974,51.595,perfume,10,perfume_010,127.0
128000,276.177,2.642,0.846,0.833,23.03,54.322,23.392,49.717,994.215,10995.37,102.416,505.426,1.6,654.166,23.017,51.737,perfume,10,perfume_010,128.0
129000,256.976,1.553,0.838,0.833,23.032,55.172,23.269,49.482,994.016,11305.925,98.878,498.661,1.601,653.495,22.96,51.931,perfume,10,perfume_010,129.0
130000,278.816,1.815,0.841,0.826,23.019,55.033,23.402,49.652,994.258,11151.608,99.277,482.901,1.589,646.034,23.02,52.098,perfume,10,perfume_010,130.0
131000,255.466,1.882,0.842,0.813,23.054,55.037,23.363,50.576,993.185,11490.228,103.124,493.701,1.628,666.846,23.015,52.863,perfume,10,perfume_010,131.0
132000,258.308,1.921,0.835,0.799,22.939,55.373,23.46,51.233,993.941,11417.649,98.606,494.302,1.517,663.496,22.99,51.224,perfume,10,perfume_010,132.0
133000,243.22,1.438,0.835,0.776,23.066,55.553,23.34,49.978,993.528,11667.545,93.537,504.919,1.606,622.414,22.953,51.748,perfume,10,perfume_010,133.0
134000,255.062,1.534,0.797,0.78,22.875,53.925,23.278,50.198,992.919,11529.401,93.043,503.095,1.567,645.52,23.011,52.794,perfume,10,perfume_010,134.0
135000,251.144,1.955,0.824,0.753,22.954,54.906,23.421,49.496,993.99,11909.196,95.911,504.071,1.491,637.244,23.023,52.382,perfume,10,perfume_010,135.0
136000,258.482,2.153,0.815,0.761,22.958,55.42,23.336,50.026,993.205,11676.116,90.361,503.264,1.487,638.467,23.054,51.357,perfume,10,perfume_010,136.0
137000,243.366,2.048,0.804,0.734,22.962,55.09,23.382,49.582,994.938,12141.041,97.528,494.309,1.524,664.918,22.931,52.345,perfume,10,perfume_010,137.0
138000,243.867,1.024,0.793,0.731,22.97,54.542,23.504,50.208,993.91,11886.136,85.401,496.88,1.458,655.143,22.984,52.155,perfume,10,perfume_010,138.0
139000,247.375,1.422,0.81,0.764,23.161,54.481,23.298,49.976,993.759,12241.58,93.958,503.434,1.439,656.711,22.918,52.641,perfume,10,perfume_010,139.0
140000,236.42,1.267,0.791,0.736,22.96,55.482,23.515,49.551,993.223,12210.752,93.966,500.194,1.438,631.944,23.024,50.701,perfume,10,perfume_010,140.0
141000,241.638,1.62,0.792,0.705,22.844,55.415,23.326,49.432,995.106,12302.407,89.261,506.118,1.374,653.65,22.98,51.785,perfume,10,perfume_010,141.0
142000,239.471,2.288,0.769,0.712,22.986,55.171,23.393,49.711,994.572,12896.169,89.587,517.175,1.505,657.181,23.062,51.722,perfume,10,perfume_010,142.0
143000,217.091,1.024,0.718,0.72,22.941,55.026,23.382,50.265,993.104,12136.511,84.343,505.586,1.347,637.381,23.17,52.664,perfume,10,perfume_010,143.0
144000,225.773,0.615,0.77,0.698,23.105,53.88,23.368,50.647,994.182,12302.771,87.695,504.795,1.356,649.162,22.989,52.131,perfume,10,perfume_010,144.0
145000,221.872,1.159,0.775,0.731,22.974,54.936,23.573,50.128,993.025,12303.074,85.235,495.958,1.274,648.157,22.897,52.568,perfume,10,perfume_010,145.0
146000,228.199,1.831,0.757,0.718,22.983,54.277,23.477,50.791,994.693,12330.737,84.313,506.542,1.247,654.074,22.913,50.966,perfume,10,perfume_010,146.0
147000,218.253,1.783,0.767,0.698,23.062,55.675,23.529,50.039,993.816,12176.529,82.576,503.326,1.228,646.638,23.096,52.127,perfume,10,perfume_010,147.0
148000,237.043,0.669,0.746,0.694,22.872,55.245,23.289,50.753,993.712,12669.007,78.38,510.297,1.265,637.497,23.11,51.728,perfume,10,perfume_010,148.0
149000,204.079,1.321,0.76,0.668,23.053,54.623,23.355,49.192,994.032,13019.574,87.698,495.369,1.359,627.725,22.987,51.728,perfume,10,perfume_010,149.0
150000,212.84,2.189,0.764,0.657,23.107,55.136,23.379,50.281,994.421,12915.779,89.117,500.281,1.227,654.347,22.85,52.47,perfume,10,perfume_010,150.0
151000,214.135,0.957,0.764,0.666,22.959,56.034,23.355,50.428,994.053,13197.864,82.598,497.498,1.274,655.81,22.935,51.827,perfume,10,perfume_010,151.0
152000,220.519,1.172,0.742,0.669,23.029,55.155,23.372,50.517,994.544,12655.827,83.036,512.688,1.224,643.746,22.87,51.918,perfume,10,perfume_010,152.0
153000,202.054,0.912,0.712,0.652,23.002,54.523,23.514,50.607,994.098,13030.456,78.33,502.228,1.229,647.188,23.077,51.845,perfume,10,perfume_010,153.0
154000,206.959,1.278,0.738,0.67,22.916,55.767,23.45,49.441,993.675,12917.631,78.999,518.125,1.239,646.233,23.034,52.107,perfume,10,perfume_010,154.0
155000,211.895,1.704,0.765,0.609,23.039,54.99,23.462,49.674,993.922,13029.479,80.111,500.394,1.265,667.118,22.908,51.448,perfume,10,perfume_010,155.0
156000,213.834,1.726,0.712,0.609,23.028,55.285,23.381,50.067,993.949,13219.214,79.856,502.562,1.158,637.04,22.871,51.618,perfume,10,perfume_010,156.0
157000,201.394,1.578,0.748,0.606,22.944,54.34,23.283,49.697,993.622,13286.237,75.825,490.983,1.208,662.067,22.989,52.66,perfume,10,perfume_010,157.0
158000,194.029,1.548,0.765,0.632,22.961,55.246,23.341,50.461,994.852,13015.491,86.546,503.153,1.212,596.795,22.926,52.142,perfume,10,perfume_010,158.0
159000,203.989,1.762,0.72,0.632,23.019,55.278,23.408,49.94,994.021,13471.184,78.943,524.108,1.211,627.699,22.973,52.913,perfume,10,perfume_010,159.0
160000,201.435,2.203,0.734,0.621,23.052,54.797,23.5,50.395,994.003,13472.056,75.637,502.483,1.142,644.029,22.937,52.198,perfume,10,perfume_010,160.0
161000,186.462,1.753,0.751,0.593,22.95,54.502,23.423,49.868,994.999,13677.127,76.384,489.55,1.127,654.639,23.023,52.045,perfume,10,perfume_010,161.0
162000,201.842,1.726,0.745,0.615,22.959,55.11,23.424,50.161,993.211,13415.289,82.209,506.843,1.153,624.416,22.999,52.297,perfume,10,perfume_010,162.0
163000,190.089,1.036,0.713,0.587,22.906,54.618,23.396,50.372,993.14,13262.462,77.271,491.75,1.088,658.011,23.005,50.985,perfume,10,perfume_010,163.0
164000,195.844,1.103,0.731,0.603,22.866,55.343,23.323,49.841,994.58,13078.373,79.368,501.796,1.092,634.884,23.032,51.645,perfume,10,perfume_010,164.0
165000,194.936,1.821,0.723,0.592,22.94,55.859,23.364,49.582,994.314,13756.566,68.871,486.542,1.132,682.428,23.081,51.331,perfume,10,perfume_010,165.0
166000,210.804,1.71,0.719,0.608,23.058,54.383,23.365,50.771,994.466,13558.605,70.788,494.637,1.024,657.309,22.974,52.645,perfume,10,perfume_010,166.0
167000,181.881,1.683,0.737,0.595,22.952,54.852,23.447,50.405,994.742,13251.35,80.736,487.095,1.061,665.978,23.09,51.843,perfume,10,perfume_010,167.0
168000,176.916,2.356,0.7,0.589,23.037,55.671,23.425,50.483,993.572,13970.037,69.067,500.455,1.073,648.603,22.88,51.859,perfume,10,perfume_010,168.0
169000,191.901,0.949,0.689,0.585,22.987,55.766,23.296,49.844,993.517,13532.454,74.648,485.928,1.034,653.937,23.001,52.551,perfume,10,perfume_010,169.0
170000,187.627,0.846,0.707,0.588,23.012,55.253,23.407,49.588,994.451,13551.704,72.643,495.07,0.976,659.441,23.14,52.214,perfume,10,perfume_010,170.0
171000,184.197,1.493,0.684,0.56,23.018,54.525,23.409,50.113,993.958,14327.469,76.139,502.743,1.005,649.245,22.972,51.487,perfume,10,perfume_010,171.0
172000,174.676,2.446,0.717,0.551,22.991,56.214,23.215,50.953,993.25,13876.8,75.014,487.353,1.123,643.439,23.003,51.924,perfume,10,perfume_010,172.0
173000,190.448,1.374,0.707,0.552,22.995,55.4,23.451,50.272,993.785,13534.992,70.054,525.072,0.929,666.31,22.895,51.589,perfume,10,perfume_010,173.0
174000,163.724,1.146,0.686,0.556,23.01,54.473,23.431,49.338,993.729,13902.348,72.14,507.601,0.909,642.04,23.031,50.661,perfume,10,perfume_010,174.0
175000,173.398,1.53,0.669,0.58,22.974,55.21,23.233,51.464,993.189,14254.107,69.608,490.967,0.985,657.709,22.983,52.279,perfume,10,perfume_010,175.0
176000,163.083,0.977,0.716,0.533,22.963,55.261,23.33,49.621,994.149,14102.422,70.346,504.834,1.072,631.929,22.869,52.211,perfume,10,perfume_010,176.0
177000,181.197,1.398,0.689,0.544,23.041,55.139,23.322,50.125,994.154,14255.315,74.962,493.55,0.871,644.732,23.074,51.983,perfume,10,perfume_010,177.0
178000,168.704,0.886,0.693,0.576,23.019,55.247,23.482,50.191,994.889,14429.251,74.109,487.189,0.901,611.133,22.919,51.525,perfume,10,perfume_010,178.0
179000,173.594,1.621,0.673,0.533,23.07,54.651,23.417,50.708,994.713,13751.623,65.418,500.378,0.94,662.27,23.046,52.161,perfume,10,perfume_010,179.0
0,92.134,0.982,0.601,0.339,22.98,55.068,23.327,49.858,994.108,16301.952,52.437,491.766,0.476,633.172,23.05,52.452,perfume,11,perfume_011,0.0
1000,106.857,1.384,0.595,0.325,22.963,55.57,23.5,49.729,994.431,16392.22,57.46,490.627,0.444,664.698,23.153,52.316,perfume,11,perfume_011,1.0
2000,88.583,1.343,0.577,0.335,23.05,55.226,23.48,48.975,993.163,15964.126,49.281,497.201,0.442,652.868,22.928,51.524,perfume,11,perfume_011,2.0
3000,101.365,1.514,0.591,0.366,23.13,54.793,23.302,50.168,994.438,15960.042,54.011,518.907,0.552,654.582,23.139,51.765,perfume,11,perfume_011,3.0
4000,101.299,1.214,0.58,0.366,22.934,54.696,23.461,50.549,994.233,15658.661,51.653,489.846,0.493,657.094,22.968,52.621,perfume,11,perfume_011,4.0
5000,101.688,0.906,0.574,0.352,23.052,54.518,23.456,49.715,993.959,16250.008,54.928,490.011,0.501,639.382,22.951,51.335,perfume,11,perfume_011,5.0
6000,109.744,1.422,0.605,0.377,22.98,55.37,23.511,50.193,994.166,16067.648,49.134,491.244,0.534,642.358,22.982,52.731,perfume,11,perfume_011,6.0
7000,112.431,0.03,0.591,0.346,23.017,55.424,23.406,49.984,994.345,15718.655,48.946,506.943,0.483,650.4,22.968,51.692,perfume,11,perfume_011,7.0
8000,104.055,1.168,0.575,0.356,22.848,55.341,23.275,49.951,994.302,15957.091,50.461,502.121,0.538,625.434,23.005,53.048,perfume,11,perfume_011,8.0
9000,101.95,1.174,0.577,0.375,23.054,55.163,23.28,50.865,994.012,16319.417,51.302,487.037,0.552,632.818,22.986,51.551,perfume,11,perfume_011,9.0
10000,114.191,0.991,0.592,0.377,23.058,54.883,23.275,49.294,994.155,15480.947,48.378,498.545,0.533,644.328,23.015,50.988,perfume,11,perfume_011,10.0
11000,117.398,0.88,0.608,0.366,22.891,55.472,23.514,50.009,994.162,16105.634,54.353,500.051,0.521,673.696,22.915,51.9,perfume,11,perfume_011,11.0
12000,108.69,0.572,0.609,0.393,22.92,55.018,23.421,50.586,994.505,16382.091,50.527,494.133,0.492,647.358,22.886,52.189,perfume,11,perfume_011,12.0
13000,106.081,1.45,0.565,0.357,23.044,54.519,23.47,49.737,993.971,15414.947,53.3,501.336,0.522,647.692,23.003,51.738,perfume,11,perfume_011,13.0
14000,100.161,1.173,0.576,0.388,22.875,54.711,23.309,49.688,993.938,15584.431,46.919,497.625,0.572,653.228,23.177,52.264,perfume,11,perfume_011,14.0
15000,90.274,0.626,0.593,0.367,22.948,55.035,23.465,49.534,994.173,15294.848,54.508,499.077,0.534,648.745,22.94,51.488,perfume,11,perfume_011,15.0
16000,113.209,1.964,0.594,0.376,23.116,55.416,23.461,50.068,994.737,15403.823,50.525,501.734,0.623,652.596,23.018,51.417,perfume,11,perfume_011,16.0
17000,117.504,0.184,0.574,0.369,22.969,54.93,23.455,49.896,993.306,15623.024,54.984,504.699,0.577,658.121,23.11,51.96,perfume,11,perfume_011,17.0
18000,81.47,1.212,0.588,0.372,22.977,54.795,23.432,49.861,994.703,15711.48,53.084,516.248,0.521,672.261,23.066,51.5,perfume,11,perfume_011,18.0
19000,106.586,1.258,0.59,0.382,23.013,54.547,23.406,49.515,993.44,16065.241,46.858,490.472,0.571,648.884,22.972,51.672,perfume,11,perfume_011,19.0
20000,111.773,1.096,0.569,0.382,23.0,56.115,23.508,50.445,994.294,15845.716,53.208,502.484,0.529,642.479,23.034,52.601,perfume,11,perfume_011,20.0
21000,111.656,0.711,0.602,0.362,23.07,54.598,23.407,49.704,993.567,15633.601,54.055,502.476,0.537,663.463,22.854,52.11,perfume,11,perfume_011,21.0
22000,110.459,0.826,0.58,0.377,22.987,54.389,23.156,50.165,993.739,16061.086,53.947,524.789,0.495,671.543,22.979,51.426,perfume,11,perfume_011,22.0
23000,102.682,1.106,0.572,0.359,23.125,55.468,23.393,50.527,993.969,15824.912,47.844,493.642,0.578,625.52,22.974,52.526,perfume,11,perfume_011,23.0
24000,100.234,1.368,0.593,0.391,23.033,55.287,23.425,49.544,993.494,15900.657,50.167,511.249,0.555,641.573,23.104,53.094,perfume,11,perfume_011,24.0
25000,85.07,1.098,0.575,0.37,22.916,54.729,23.38,49.677,995.038,15947.628,48.399,485.284,0.47,646.98,23.012,52.235,perfume,11,perfume_011,25.0
26000,114.386,0.236,0.59,0.348,23.186,55.674,23.391,50.123,994.064,15476.936,53.164,515.342,0.413,641.78,23.065,52.483,perfume,11,perfume_011,26.0
27000,86.499,1.45,0.573,0.333,22.873,55.153,23.387,50.045,993.612,15847.477,49.488,487.844,0.47,670.561,22.948,52.827,perfume,11,perfume_011,27.0
28000,96.478,1.484,0.6,0.355,23.15,54.985,23.263,50.526,993.899,15885.787,44.874,490.247,0.397,646.031,23.079,52.283,perfume,11,perfume_011,28.0
29000,89.16,0.058,0.548,0.373,23.171,55.221,23.391,49.418,994.754,16480.488,47.849,503.972,0.474,629.445,22.94,51.712,perfume,11,perfume_011,29.0
30000,144.693,1.835,0.669,0.444,23.016,55.644,23.444,49.727,994.488,14927.573,61.148,489.711,0.808,643.71,22.899,52.186,perfume,11,perfume_011,30.0
31000,161.235,0.76,0.642,0.484,22.955,55.244,23.299,49.749,994.323,14310.266,62.564,501.969,0.783,671.979,23.036,51.95,perfume,11,perfume_011,31.0
32000,154.575,1.241,0.656,0.514,23.082,55.15,23.42,49.53,994.321,14683.061,65.904,486.889,0.922,644.605,23.146,51.616,perfume,11,perfume_011,32.0
33000,141.091,0.08,0.686,0.517,23.146,54.331,23.359,49.766,994.733,14220.997,65.433,496.728,0.903,648.933,22.977,51.639,perfume,11,perfume_011,33.0
34000,177.553,1.074,0.675,0.525,22.993,55.426,23.292,50.095,994.373,14063.673,70.782,488.063,0.825,659.035,23.189,52.253,perfume,11,perfume_011,34.0
35000,182.095,1.546,0.685,0.546,22.895,54.405,23.358,49.984,994.643,13984.742,71.93,498.99,1.069,654.53,23.036,51.4,perfume,11,perfume_011,35.0
36000,194.893,1.328,0.68,0.58,23.018,54.532,23.316,50.996,993.895,13587.82,70.902,503.944,1.048,670.569,22.971,51.835,perfume,11,perfume_011,36.0
37000,196.493,1.005,0.697,0.593,23.032,54.726,23.456,50.208,993.434,13628.698,78.156,494.85,1.236,647.563,22.878,52.342,perfume,11,perfume_011,37.0
38000,198.89,1.097,0.744,0.62,22.927,54.989,23.435,50.01,994.57,13266.556,82.462,509.527,1.177,665.63,23.043,50.949,perfume,11,perfume_011,38.0
39000,213.575,1.569,0.765,0.679,22.909,55.622,23.293,49.85,994.185,13175.815,80.715,511.271,1.214,663.742,23.068,52.004,perfume,11,perfume_011,39.0
40000,216.585,1.251,0.75,0.671,22.906,54.926,23.322,49.626,993.985,12345.52,87.18,508.252,1.289,648.164,23.015,52.042,perfume,11,perfume_011,40.0
41000,224.111,1.177,0.787,0.726,22.947,54.843,23.542,50.093,993.522,12818.087,86.194,498.141,1.424,636.46,23.048,52.555,perfume,11,perfume_011,41.0
42000,248.299,2.059,0.795,0.734,23.124,55.907,23.622,50.434,993.972,12385.755,97.968,495.795,1.498,641.762,23.007,51.681,perfume,11,perfume_011,42.0
43000,246.612,1.62,0.786,0.771,23.049,54.86,23.423,50.306,993.105,11722.002,91.947,503.996,1.542,672.555,23.009,52.122,perfume,11,perfume_011,43.0
44000,266.823,1.199,0.842,0.805,23.095,55.089,23.368,49.518,993.806,11341.321,96.075,513.933,1.528,682.314,22.946,52.509,perfume,11,perfume_011,44.0
45000,266.104,2.161,0.833,0.797,22.959,55.533,23.372,51.112,995.179,10780.876,98.265,495.231,1.69,638.913,23.035,51.72,perfume,11,perfume_011,45.0
46000,283.916,1.385,0.861,0.836,22.936,55.207,23.342,49.588,993.57,10940.372,97.551,499.893,1.74,657.691,23.051,52.448,perfume,11,perfume_011,46.0
47000,294.995,1.83,0.841,0.895,23.044,54.797,23.365,50.344,994.603,10697.901,108.62,504.975,1.739,642.4,22.887,51.745,perfume,11,perfume_011,47.0
48000,304.764,1.778,0.879,0.933,22.969,55.687,23.366,49.766,994.024,10348.22,109.032,496.389,1.889,664.923,22.967,51.922,perfume,11,perfume_011,48.0
49000,315.83,1.494,0.884,0.921,22.948,53.894,23.39,49.176,994.789,10573.635,108.781,499.711,1.915,651.162,22.931,51.825,perfume,11,perfume_011,49.0
50000,337.092,1.77,0.898,0.984,23.063,54.707,23.275,50.16,994.672,9839.558,116.306,510.852,2.016,665.947,23.0,52.199,perfume,11,perfume_011,50.0
51000,336.059,2.027,0.932,0.982,22.81,54.809,23.438,49.506,993.657,9600.498,116.712,499.04,2.095,656.303,23.014,52.159,perfume,11,perfume_011,51.0
52000,338.889,2.084,0.928,1.008,23.137,55.436,23.451,49.824,993.352,9008.807,121.917,497.057,2.11,646.673,23.017,51.753,perfume,11,perfume_011,52.0
53000,357.737,2.565,0.936,1.033,22.94,54.759,23.526,50.009,993.645,9733.107,125.116,497.567,2.213,644.497,23.072,52.207,perfume,11,perfume_011,53.0
54000,371.021,2.351,0.988,1.077,23.028,55.721,23.472,50.745,994.928,8829.138,128.886,505.539,2.322,636.91,23.026,53.361,perfume,11,perfume_011,54.0
55000,366.624,2.296,1.01,1.075,23.035,55.802,23.515,50.0,994.045,8816.598,128.314,512.591,2.298,658.555,23.077,51.912,perfume,11,perfume_011,55.0
56000,368.142,2.349,1.028,1.087,23.106,54.765,23.475,49.768,993.926,8452.419,131.6,500.652,2.309,650.489,22.886,51.748,perfume,11,perfume_011,56.0
57000,383.423,1.88,1.014,1.132,23.067,54.777,23.338,49.965,993.541,8217.091,133.805,510.877,2.364,640.181,23.039,51.97,perfume,11,perfume_011,57.0
58000,404.26,1.774,0.995,1.138,22.843,54.579,23.304,49.925,994.212,8190.033,128.132,494.648,2.512,653.843,22.962,51.442,perfume,11,perfume_011,58.0
59000,397.188,1.949,1.037,1.159,23.002,55.109,23.502,50.102,994.393,7367.683,133.146,513.081,2.421,658.799,23.042,52.062,perfume,11,perfume_011,59.0
60000,394.393,2.418,1.016,1.182,22.92,56.182,23.308,49.81,993.643,7957.047,138.556,513.698,2.539,660.258,23.033,52.2,perfume,11,perfume_011,60.0
61000,404.231,2.12,1.052,1.211,23.025,55.943,23.377,50.02,993.619,7325.237,134.811,498.395,2.523,640.537,23.049,51.899,perfume,11,perfume_011,61.0
62000,414.372,2.092,1.056,1.217,23.175,55.12,23.26,48.998,993.56,7521.476,142.539,495.717,2.499,629.56,22.958,52.142,perfume,11,perfume_011,62.0
63000,417.253,3.118,1.036,1.206,22.93,54.614,23.41,50.107,993.074,7359.011,141.291,504.794,2.498,649.309,22.958,51.336,perfume,11,perfume_011,63.0
64000,429.949,2.456,1.081,1.236,23.008,55.169,23.528,49.436,993.179,7139.986,138.691,476.242,2.633,650.453,22.994,52.1,perfume,11,perfume_011,64.0
65000,428.037,2.086,1.091,1.226,23.011,54.759,23.437,50.161,993.437,7169.0,145.841,509.591,2.721,644.414,23.173,50.865,perfume,11,perfume_011,65.0
66000,433.986,2.602,1.068,1.237,22.958,55.046,23.362,50.018,994.549,7364.415,137.995,518.297,2.65,649.892,22.893,51.446,perfume,11,perfume_011,66.0
